,address,at_street,description,latitude,location_type,longitude,municipality,name,on_street,platform_code,platform_name,vehicle_type,wheelchair_boarding
door-asmnl-rdexits,,,Ashmont - Buses,42.284449,2,-71.063865,Boston,Ashmont - Buses,,,,,2
3800,,Cotton Avenue,,42.22929,0,-70.971182,Braintree,Quincy Ave @ Cotton Ave,Quincy Avenue,,,3.0,1
1735,,Stratton Street,,42.291296,0,-71.088891,Boston,Blue Hill Ave @ Westview St,Blue Hill Avenue,,,3.0,1
7595,,Central Street,,42.461143,0,-71.00928,Saugus,Winter St @ Central St,Winter Street,,,3.0,1
93129,,,,42.277475,0,-71.024137,Quincy,Atlantic Middle School,,,,3.0,1
node-nqncy-senterramp-bus,,,North Quincy - Bottom of ramp between busway and Red Line station,42.27529,3,-71.029114,Quincy,North Quincy,,,,,1
1481,,Belden Street,,42.317531,0,-71.066085,Boston,Dudley St @ Belden St,Dudley Street,,,3.0,0
11868,,Hewlett Street,,42.289151,0,-71.133832,Boston,5 Walter St opp Hewlett St,Walter Street,,,3.0,1
3809,,Elmwood Park,,42.217484,0,-70.9686,Weymouth,Front St @ Elmwood Pk,Front Street,,,3.0,1
84618,,School Street,,42.147148,0,-71.249357,Walpole,East St @ School St,East Street,,,3.0,0
1128,,Sedgwick Street,,42.308588,0,-71.115487,Boston,South St @ Sedgwick St,South Street,,,3.0,1
13855,,Sanderson Avenue,,42.201891,0,-70.924736,Weymouth,Pleasant St opp Sanderson Ave,Pleasant Street,,,3.0,1
13716,,McCusker Drive,,42.219106,0,-70.982342,Braintree,Union St @ McCusker Dr,Union Street,,,3.0,1
3239,,,,42.253697,0,-70.998993,Quincy,Coddington St @ Quincy YMCA,Coddington Street,,,3.0,1
2855,,Warren Street,,42.373222,0,-71.060875,Boston,Park St @ Warren St,Park Street,,,3.0,1
611,,,,42.270144,0,-71.147358,Boston,Washington St @ Maplewood St,Washington Street,,,3.0,1
1634,,Brooks Avenue,,42.238052,0,-71.015087,Quincy,Centre St @ Brooks Ave,Centre Street,,,3.0,1
node-astao-folplatstair-lobby,,,Assembly - Top of platform stairs for Foley Street,42.393071,3,-71.077278,Somerville,Assembly,,,,,1
4741,,,,42.446949,0,-70.964593,Lynn,Lynnway @ General Edwards Bridge,Lynnway,,,3.0,1
door-cntsq-pearl,,,Central - Pearl St,42.364831,2,-71.102989,Cambridge,Central - Pearl St,,,,,2
8249,,Day Circle,,42.46565,0,-71.176234,Woburn,205 Cambridge Rd opp Day Circle,Cambridge Street,,,3.0,1
70243,,,Northeastern University - Green Line - (E) Heath Street,42.339897,0,-71.09021,Boston,Northeastern University,,,Heath Street,0.0,1
node-state-milk-farepaid,,,State - Paid side of fare gates,,3,,Boston,State,,,,,1
NB-0137-B,,,Needham Heights - Commuter Rail Shuttle,42.293373,0,-71.235923,Needham,Needham Heights,,,Commuter Rail Shuttle,3.0,1
NHRML-0152,,,Wilmington - Commuter Rail,42.546624,0,-71.174334,Wilmington,Wilmington,,,Commuter Rail,2.0,1
door-unsqu-somerville,,,Union Square - Prospect St,42.377647,2,-71.094856,Somerville,Union Square - Prospect St,,,,,1
5461,,Harding Avenue,,42.430728,0,-71.058288,Malden,Salem St @ Harding Ave,Salem Street,,,3.0,1
5405,,Main Street Extension,,42.404144,0,-71.061262,Everett,Main St @ Elmwood St,Main Street,,,3.0,1
2033,,Keenan Street,,42.372849,0,-71.155032,Watertown,Mt Auburn St @ Keenan St,Mount Auburn Street,,,3.0,1
6419,,,,42.253034,0,-71.118706,Boston,Fairmount Ave @ Truman Hwy,Fairmount Avenue,,,3.0,1
49816,,Mayflower Road,,42.469464,0,-71.177023,Woburn,Lexington St @ Mayflower St,Lexington Street,,,3.0,0
3699,,East Street,,42.231484,0,-70.944662,Weymouth,North St @ East St,North Street,,,3.0,1
8338,,,,42.436273,0,-71.031803,Malden,Kennedy Dr @ Bldg 184,Kennedy Drive,,,3.0,1
15431,,,,42.425461,0,-71.070337,Malden,Centre St @ Jackson St,Centre Street,,,3.0,1
23538,,Brunswick Road,,42.406681,0,-71.162666,Arlington,Pleasant St @ Brunswick Rd,Pleasant Street,,,3.0,0
5815,,Bradstreet Avenue,,42.394623,0,-70.982434,Revere,Endicott Ave opp Bradstreet Ave,Endicott Avenue,,,3.0,1
9170168,,Lincoln Street,Newton Highlands - Green Line Park St & North Shuttle - Walnut St @ Lincoln St,42.32166,0,-71.206241,Newton,Newton Highlands - Walnut St @ Lincoln St,Walnut Street,,Park Street & North Shuttle,3.0,1
869411,,Exchange Street,,42.376108,0,-71.240208,Waltham,Main St @ Daniels Ct,Main Street,,,3.0,1
558,,Westville Street,,42.300925,0,-71.067152,Boston,Geneva Ave @ Westville St,Geneva Avenue,,,3.0,1
9070185,,Kenmore Street,Kenmore - Green Line Shuttle,42.34916,0,-71.0949,Boston,Kenmore - Commonwealth Ave @ Kenmore St,Commonwealth Avenue,,Green Line Shuttle,3.0,1
node-714-platform,,,Orient Heights - Bottom of Elevator 714,42.386783,3,-71.004738,Boston,Orient Heights,,,,,1
33241,,Hancock Street,,42.249386,0,-71.003366,Quincy,Granite St @ Hancock St,Granite Street,,,3.0,1
GB-0296-B2,,,West Gloucester - Commuter Rail Shuttle - Parking Lot,42.611957,0,-70.70535,Gloucester,West Gloucester - Parking Lot,,,Commuter Rail Shuttle,3.0,1
7373,,Chestnut Avenue,,42.471991,0,-70.939852,Lynn,Chestnut St @ Chestnut Ave,Chestnut Street,,,3.0,1
15989,,,,42.494975,0,-71.103846,Stoneham,Redstone Shopping Center,,,,3.0,1
7865,,Valley View Road,,42.384409,0,-71.231462,Waltham,Beaver St @ Valley View Rd,Beaver Street,,,3.0,1
261,,G Street,,42.331243,0,-71.043908,Boston,E 8th St @ G St,East Eighth Street,,,3.0,1
5411,,Floyd Street,,42.413498,0,-71.063482,Everett,Main St @ Bradford St,Main Street,,,3.0,1
node-437-platform,,,"Ashmont - Bottom of escalator from Red Line platform to Peabody Square, busway",42.28491,3,-71.064123,Boston,Ashmont,,,,,1
29013,,,Sullivan Square - Lower Berth 13,42.384032,0,-71.076091,Boston,Sullivan Square,Busway,,Lower Berth 13,3.0,1
6135,,Eastern Avenue,,42.47472,0,-70.928526,Lynn,Essex St @ Eastern Ave,Essex Street,,,3.0,1
1320,,Saint Alphonsus Street,,42.332857,0,-71.101262,Boston,Tremont St @ Saint Alphonsus St,Tremont Street,,,3.0,1
8173,,Washburn Street,,42.361647,0,-71.195534,Watertown,Watertown St @ Washburn St,Watertown Street,,,3.0,1
node-chhil-parkstairs-platform,,,Chestnut Hill - Bottom of stairs to parking lot,42.326797,3,-71.164839,Newton,Chestnut Hill,,,,,1
node-harsq-sqlowstair-landing,,,Harvard - Top of stairs between Harvard Square landing and lobby,,3,,Cambridge,Harvard,,,,,1
18618,,,,42.23886,0,-71.180997,Dedham,Washington St @ Sylvia Ln,Washington Street,,,3.0,1
8959,,Norton Street,,42.242007,0,-71.134699,Boston,Readville St @ Norton St,Readville Street,,,3.0,1
node-ogmnl-washstair-lobby,,,Oak Grove - Top of Washington Street stairs,42.436908,3,-71.071099,Malden,Oak Grove,,,,,1
node-148-lobby,,,Tufts Medical Center - Top of Escalator 148,,3,,Boston,Tufts Medical Center,,,,,1
9070117,,Colborne Road,Sutherland Road - Green Line Boston College Shuttle - Commonwealth Ave @ Colborne Rd,42.341805,0,-71.146004,Boston,Sutherland Road - Commonwealth Ave @ Colborne Rd,Commonwealth Avenue,,Boston College Shuttle,3.0,1
10540,,Evans Street,,42.280886,0,-71.084654,Boston,Morton St @ Evans St,Morton Street,,,3.0,1
node-138-bottom,,,Ruggles - Bottom of Forsyth Street entrance escalator,42.336913,3,-71.089399,Boston,Ruggles,,,,,1
2554,,Franklin Street,,42.361884,0,-71.130488,Boston,N Harvard St @ Franklin St,North Harvard Street,,,3.0,1
2620,,Kent Street,,42.383976,0,-71.109672,Somerville,Somerville Ave @ Spring St,Somerville Avenue,,,3.0,1
2832,,Cross Street,,42.364582,0,-71.058203,Boston,N Washington St @ Cooper St,North Washington Street,,,3.0,1
6305,,Madison Street,,42.423045,0,-71.13436,Medford,Playstead Rd @ Madison St,Playstead Road,,,3.0,1
3729,,Circuit Road,,42.24125,0,-70.990674,Quincy,Quincy Ave opp President Plaza,Quincy Avenue,,,3.0,0
7429,,,,42.448535,0,-71.009114,Saugus,Lincoln Ave @ Cliftondale Sq,Lincoln Avenue,,,3.0,1
node-aport-bremen-farepaid,,,Airport - Paid side of fare gates,42.374495,3,-71.030252,Boston,Airport,,,,,1
8649,,,,42.4237,0,-71.208366,Lexington,Pleasant St @ Luongo's Farm Lane,Pleasant Street,,,3.0,1
70146,,,Boston University East - Green Line - Park Street & North,42.349659,0,-71.103989,Boston,Boston University East,,,Park Street & North,0.0,1
76618,,Polley Lane,,42.154957,0,-71.221976,Walpole,Washington St @ Short St,Washington Street,,,3.0,1
FB-0143-02,,,Norwood Depot - Commuter Rail - Track 2 (Boston),42.196857,0,-71.196688,Norwood,Norwood Depot,,2,Track 2 (Boston),2.0,1
node-forhl-crstairs-platform,,,Forest Hills - Bottom of Commuter Rail stairs,42.300909,3,-71.113775,Boston,Forest Hills,,,,,1
5814,,Winthrop Avenue,,42.393352,0,-70.982159,Revere,Crescent Ave @ Winthrop Pkwy,Crescent Avenue,,,3.0,1
FB-0230-S,,,Norfolk - Commuter Rail - Track 1 (All Trains),42.120694,0,-71.325217,Norfolk,Norfolk,,1,Track 1 (All Trains),2.0,1
node-jaksn-farepaid,,,Jackson Square - Paid side of fare gates,,3,,Boston,Jackson Square,,,,,1
1798,,Tavern Road,,42.336896,0,-71.093235,Boston,Ruggles St @ Parker St,Ruggles Street,,,3.0,1
36821,,Commercial Street,,42.215698,0,-70.925419,Weymouth,Broad St @ Pleasant St,Broad Street,,,3.0,1
8595,,Marrett Road,,42.436391,0,-71.212514,Lexington,Massachusetts Ave opp Marrett Rd,Massachusetts Avenue,,,3.0,1
3477,,Eliot Street,,42.270445,0,-71.068002,Milton,Adams St @ Eliot St,Adams Street,,,3.0,1
door-knncl-nbsecond,,,"Kendall/MIT - Main St, Third St",42.362439,2,-71.084837,Cambridge,"Kendall/MIT - Main St, Third St",,,,,2
1173,,Crispus Attucks Place,,42.32427,0,-71.088643,Boston,Washington St opp Cedar St,Washington Street,,,3.0,1
3051,,Beach Street,,42.267983,0,-71.016449,Quincy,Hancock St @ Beach St,Hancock Street,,,3.0,1
NB-0120-S,,,Needham Junction - Commuter Rail - Track 1 (All Trains),42.273187,0,-71.235559,Needham,Needham Junction,,1,Track 1 (All Trains),2.0,1
3482,,,,42.261806,0,-71.059033,Milton,Adams St @ Fontbonne Academy,Adams Street,,,3.0,1
node-chels-everettout-bottom,,,Chelsea - Bottom of ramp between Everett Ave and outbound platform,42.3969,3,-71.040881,Chelsea,Chelsea,,,,,1
node-knncl-nbmain-fareunpaid,,,Kendall/MIT - Unpaid side of fare gates,42.362507,3,-71.086214,Cambridge,Kendall/MIT,,,,,1
25618,,Railroad Avenue,,42.196239,0,-71.199615,Norwood,Washington St @ Railroad Ave,Washington Street,,,3.0,1
33619,,Neponset Street,,42.207808,0,-71.193323,Norwood,169 Washington St opp Neponset St,Washington Street,,,3.0,1
node-709-street,,,Wonderland - Street level of Bowdoin-bound platform elevator,42.413786,3,-70.991751,Revere,Wonderland,,,,,1
15241,,Louders Lane,,42.306368,0,-71.124253,Boston,Centre St @ Louders Ln,Centre Street,,,3.0,1
3545,,,,42.245336,0,-70.936869,Weymouth,Bridge St @ Riverway Plaza,Bridge Street,,,3.0,1
46275,,Gordan Road,,42.418333,0,-71.018661,Revere,Cushman Ave @ Gordon Rd,Cushman Avenue,,,3.0,1
node-spmnl-ibstairs-platform,,,Science Park/West End - Top of inbound platform stairs,42.366631,3,-71.067707,Boston,Science Park/West End,,,,,1
1779,,Brookline Avenue,,42.338701,0,-71.107013,Boston,Longwood Ave @ Brookline Ave,Longwood Avenue,,,3.0,1
2108,,Trapelo Road,,42.378279,0,-71.170735,Belmont,Trapelo Rd @ Belmont St - Benton Square,Belmont Street,,,3.0,1
node-davis-holland-entrance,,,Davis - Top of stairs for Holland Street,42.396948,3,-71.123239,Somerville,Davis,,,,,1
node-432-lobby,,,Kenmore - Top of escalator from Park Street & North platform,,3,,Boston,Kenmore,,,,,1
1202,,Vineland Street,,42.357187,0,-71.152796,Boston,N Beacon St @ Vineland St,North Beacon Street,,,3.0,0
5704,,Breed Street,,42.417444,0,-71.000738,Revere,Revere St @ Breed St,Revere Street,,,3.0,1
place-newto,"72 Union St, Newton, MA 02459",,,42.329443,1,-71.192414,Newton,Newton Centre,,,,,1
3234,,Marlboro Street,,42.269052,0,-71.013731,Quincy,Elm Ave @ Marlboro St,Elm Avenue,,,3.0,1
4337,,Lawrence Road,,42.251626,0,-71.054956,Milton,Edge Hill Rd @ Pleasant St,Edgehill Road,,,3.0,1
1314,,Jamaicaway Frontage Road,,42.331744,0,-71.112992,Boston,Huntington Ave @ S Huntington Ave,Huntington Avenue,,,3.0,1
601,,Firth Road,,42.288805,0,-71.125748,Boston,Washington St @ South St,Washington Street,,,3.0,1
place-PB-0356,"385 Court St, Plymouth, MA 02360",,,41.981278,1,-70.690421,Plymouth,Plymouth,,,,,1
7176,,Pickett Street,,42.556685,0,-70.878289,Beverly,Cabot St @ Pickett St,Cabot Street,,,3.0,1
2490,,Udine Street,,42.419263,0,-71.195567,Arlington,Appleton St @ Udine St,Appleton Street,,,3.0,0
NEC-2276-03,,,Back Bay - Commuter Rail - Track 3,42.347283,0,-71.075312,Boston,Back Bay,,3,Commuter Rail - Track 3,2.0,1
node-aport-wbpaidstairs-bridge,,,"Airport - Top of stairs on Bowdoin, Bremen Street side",42.374479,3,-71.030279,Boston,Airport,,,,,1
door-bvmnl-place,,,Brookline Village - 10 Brookline Place West,42.332177,2,-71.11744,Brookline,Brookline Village - 10 Brookline Place West,,,,,2
70508,,,Magoun Square - Green Line - Copley & West,42.39405,0,-71.106688,Somerville,Magoun Square,,,Copley & West,0.0,1
45821,,,,42.536994,0,-70.947082,Peabody,Lahey Clinic before Crosswalk,Essex Center Drive,,,3.0,1
1183,,Brinton Street,,42.320851,0,-71.093122,Boston,Washington St @ Marcella St,Washington Street,,,3.0,1
place-denrd,"Beacon St and Dean Rd, Brookline, MA",,,42.337807,1,-71.141853,Brookline,Dean Road,,,,,2
7265,,Commonwealth Road,,42.492736,0,-70.958356,Lynn,Broadway @ Commonwealth Rd,Broadway,,,3.0,1
FR-0219-01,,,West Concord - Commuter Rail - Track 1 (Outbound),42.457043,0,-71.392892,Concord,West Concord,,1,Track 1 (Outbound),2.0,1
node-knncl-sbmain-fareunpaid,,,Kendall/MIT - Unpaid side of fare gates,42.362366,3,-71.086186,Cambridge,Kendall/MIT,,,,,1
8341,,Victory Road,,42.296877,0,-71.049066,Boston,Puritan Mall Service Rd,Morrissey Service Road,,,3.0,1
3141,,Huckins Avenue,,42.296929,0,-71.017453,Quincy,E Squantum St @ Essex St,East Squantum Street,,,3.0,1
7222,,Sewall Street,,42.476217,0,-70.93041,Lynn,294 Eastern Ave,Eastern Avenue,,,3.0,1
117,,Hanover Street,,42.361847,0,-71.057724,Boston,Congress St @ Haymarket Sta,Congress Street,,,3.0,1
9111,,Vine Street,,42.454623,0,-71.137709,Winchester,Main St @ Vine St,Main Street,,,3.0,1
FR-0451,,,North Leominster - Commuter Rail,42.539017,0,-71.739186,Leominster,North Leominster,,,Commuter Rail,2.0,1
3841,,Ruggles Street,,42.24369,0,-70.984011,Quincy,South St @ Southern Artery,South Street,,,3.0,1
17,,West Eighth Street,,42.332717,0,-71.051146,Boston,Dorchester St @ E 8th St,Dorchester Street,,,3.0,1
222,,Northern Avenue,,42.354896,0,-71.051128,Boston,Atlantic Ave @ Seaport Blvd.,Atlantic Avenue,,,3.0,1
49221,,Banks Place,,42.443484,0,-71.068173,Melrose,Main St @ Banks Pl,Main Street,,,3.0,1
node-925-lobby,,,Aquarium - Bottom of elevator between lobby and Atlantic Avenue,,3,,Boston,Aquarium,,,,,1
12653,,Silk Street,,42.407932,0,-71.13596,Arlington,Broadway opp Silk St,Broadway,,,3.0,1
3229,,Franklin Avenue,,42.274528,0,-71.012177,Quincy,W Elm Ave opp Franklin Ave,West Elm Avenue,,,3.0,1
258,,Dorchester Street,,42.332673,0,-71.05098,Boston,E 8th St @ Dorchester St,East Eighth Street,,,3.0,1
109842,,Crystal Cove Avenue,,42.369467,0,-70.971284,Winthrop,Shirley St opp Crystal Cove Ave,Shirley Street,,,3.0,1
74616,,,Courthouse - Silver Line - South Station,42.35245,0,-71.04685,Boston,Courthouse,,,South Station,3.0,1
19031,,Centre Avenue,,42.355938,0,-71.185299,Newton,400 Centre St - West,Centre Street,,,3.0,1
1524,,Aspinwall Avenue,,42.334825,0,-71.111669,Brookline,Brookline Ave @ Aspinwall Ave,Brookline Avenue,,,3.0,1
4149,,Meredith Circle,,42.250905,0,-71.073788,Milton,Reedsdale Rd @ Spafford Rd,Reedsdale Road,,,3.0,1
1726,,,,42.277164,0,-71.093257,Boston,Blue Hill Ave @ Mattapan Library,Blue Hill Avenue,,,3.0,1
2112,,Newton Street,,42.376769,0,-71.162707,Belmont,Belmont St @ Langdon Ave,Belmont Street,,,3.0,1
node-966-entrance,,,Maverick - Top of elevator between Lewis Mall and lobby,42.3681,3,-71.040365,Boston,Maverick,,,,,1
8687,,Minot Street,,42.283684,0,-71.055696,Boston,Adams St @ Minot St,Adams Street,,,3.0,1
915,,Langley Road,,42.349181,0,-71.163647,Boston,Washington St @ Langley Rd,Washington Street,,,3.0,1
5688,,Luke Road,,42.402874,0,-71.043921,Everett,Chelsea St @ Luke Rd,Chelsea Street,,,3.0,1
8503,,Braeland Avenue,,42.328146,0,-71.194359,Newton,Cypress St @ Braeland Ave,Cypress Street,,,3.0,0
13836,,Tara Drive,,42.193976,0,-70.949666,Weymouth,Middle St @ Dixon St,Middle Street,,,3.0,1
5077,,Dexter Street,,42.431427,0,-71.079393,Malden,Clifton St @ Dexter St,Clifton Street,,,3.0,1
2411,,Hillsdale Road,,42.412824,0,-71.123662,Medford,Boston Ave @ Piggott Rd,Boston Avenue,,,3.0,1
1175,,Saint James Street,,42.326981,0,-71.087283,Boston,Washington St @ St James St,Washington Street,,,3.0,1
4256,,Fencourt Avenue,,42.155972,0,-71.02939,Randolph,316 Union St opp Fencourt Ave,Union Street,,,3.0,1
15984,,Marble Street,,42.47412,0,-71.100667,Stoneham,Main St @ Summer St,Main Street,,,3.0,1
5450,,Shelby Street,,42.381369,0,-71.027724,Boston,Eagle St @ Lexington St,East Eagle Street,,,3.0,1
8683,,Templeton Street,,42.290019,0,-71.056239,Boston,Adams St @ Msgr Lydon Way,Adams Street,,,3.0,1
7304,,Nichols Avenue,,42.472406,0,-70.953778,Lynn,Western Ave opp Nichols Ave,Western Avenue,,,3.0,1
6132,,Burpee Road,,42.476946,0,-70.919921,Swampscott,Essex St @ Burpee Rd,Essex Street,,,3.0,1
place-rugg,"1150 Tremont St, Roxbury, MA 02120",,,42.336377,1,-71.088961,Boston,Ruggles,,,,,1
node-901-rl,,,South Station - Red Line level of Elevator 901,,3,,Boston,South Station,,,,,1
12640,,Oxford Street,,42.40965,0,-71.139285,Arlington,Broadway @ N Union St,Broadway,,,3.0,1
node-portr-crramp-elevator,,,Porter - Bottom of Commuter Rail platform ramp,42.388198,3,-71.118998,Cambridge,Porter,,,,,1
7648,,Cross Street,,42.349878,0,-71.21827,Newton,Washington St @ Cross St,Washington Street,,,3.0,1
587,,Standard Street,,42.271645,0,-71.078311,Boston,168 River St opp Standard St,River Street,,,3.0,1
node-ogmnl-farepaid,,,Oak Grove - Paid side of fare gates,42.436952,3,-71.070841,Malden,Oak Grove,,,,,1
6284,,Clapp Street Extension,,42.433957,0,-71.029514,Malden,Beach St @ Clapp St,Beach Street,,,3.0,1
109823,,Levy Bramson Way,,42.375878,0,-70.97402,Winthrop,Veterans Rd @ Levy Bramson Way,Veterans Road,,,3.0,1
4099,,Centre Street,,42.241865,0,-71.021417,Quincy,West St @ Centre St,West Street,,,3.0,1
node-hymnl-newbury-farepaid,,,Hynes Convention Center - Top of stairs for Newbury Street exit,,3,,Boston,Hynes Convention Center,,,,,1
node-bbsta-dartexit-platform,,,Back Bay - Bottom of Tracks 5-7 Dartmouth Street exit stairs,,3,,Boston,Back Bay,,,,,1
node-chncl-oglower-landing,,,Chinatown - Top of stairs between lobby and landing,,3,,Boston,Chinatown,,,,,1
9300,,Elliott Street,,42.520867,0,-71.100049,Reading,Washington St @ Eliot St,Washington Street,,,3.0,0
91852,,,Needham Junction - West Parking Lot,42.273039,0,-71.237947,Needham,Needham Junction,,,West Parking Lot,3.0,1
door-pktrm-west,,,Park Street - Boston Common,42.355456,2,-71.063402,Boston,Park Street - Boston Common,,,,,2
node-astao-fol-fareunpaid,,,Assembly - Unpaid side of fare gates,42.393162,3,-71.077304,Somerville,Assembly,,,,,1
38483,,Norman Road,,42.234492,0,-70.999602,Quincy,Franklin St @ Norman Rd,Franklin Street,,,3.0,0
70227,,,Fairbanks Street - Green Line - (C) Cleveland Circle,42.33969,0,-71.131228,Brookline,Fairbanks Street,,,Cleveland Circle,0.0,2
17411,,,,42.309682,0,-71.092111,Boston,Seaver St opp Humboldt Ave,Seaver Street,,,3.0,1
764,,Stimson Road,,42.260922,0,-71.159711,Boston,85 Stimson St,Stimson Street,,,3.0,1
DB-0095-B0,,,Readville - Commuter Rail Shuttle - Lower Parking Lot,42.238773,0,-71.133271,Boston,Readville - Lower Parking Lot,,,Commuter Rail Shuttle,3.0,1
190,,State Street,,42.358789,0,-71.056733,Boston,Congress St @ State St,Congress Street,,,3.0,1
5406,,Tileston Street,,42.405094,0,-71.061422,Everett,Main St @ Oakes St,Main Street,,,3.0,1
1034,,Eulita Terrace,,42.346123,0,-71.152997,Boston,Chestnut Hill Ave @ Union St,Chestnut Hill Avenue,,,3.0,1
3054,,Linden Street,,42.270582,0,-71.020774,Quincy,Hancock St opp Linden St,Hancock Street,,,3.0,1
4610,,Margin Street,,42.54333,0,-70.919478,Danvers,176 Water St,Water Street,,,3.0,1
5747,,Falcon Street,,42.382078,0,-71.039184,Boston,Meridian St @ Falcon St,Meridian Street,,,3.0,1
node-wlsta-stair7-street,,,Wollaston - Top of stairs between Newport Avenue and lobby,,3,,Quincy,Wollaston,,,,,1
7133,,Central Street,,42.545933,0,-70.880128,Beverly,Cabot St @ Railroad Ave,Cabot Street,,,3.0,1
99832,,Ivy Lane,,42.251984,0,-71.168849,Dedham,245 Washington St,Washington Street,,,3.0,1
44618,,Manison Drive,,42.163083,0,-71.214986,Walpole,Washington St opp Mansion Dr,Washington Street,,,3.0,1
9098,,Linwood Avenue,,42.453334,0,-71.063499,Melrose,Grove St opp Linwood Ave,Grove Street,,,3.0,1
11410,,Max Avenue,,42.371928,0,-71.087532,Cambridge,Cambridge St @ Max Ave,Cambridge Street,,,3.0,1
1752,,Parker Street,,42.326069,0,-71.100399,Boston,Heath St @ Parker St,Heath Street,,,3.0,1
2495,,Standish Road,,42.415182,0,-71.195301,Arlington,East Service Rd @ Standish Rd,Frontage Road,,,3.0,1
14211,,,,42.270172,0,-71.07316,Milton,Central Ave @ Central Ave Station,Central Avenue,,,3.0,1
31365,,,,42.326625,0,-71.111437,Boston,S Huntington Ave opp VA Hospital,South Huntington Avenue,,,3.0,1
8523,,Cotton Street,,42.341534,0,-71.192231,Newton,Centre St @ Cotton St,Centre Street,,,3.0,1
node-957-platform,,,Fields Corner - Top of elevator for Alewife platform,42.30014,3,-71.061747,Boston,Fields Corner,,,,,1
node-portr-farepaid,,,Porter - Paid side of fare gates,42.388397,3,-71.11885,Cambridge,Porter,,,,,1
6644,,,,42.42796,0,-70.930061,Nahant,Nahant Rd @ Spring Rd,Nahant Road,,,3.0,1
node-astao-443-lobby,,,Assembly - Top of Escalator 443,42.393072,3,-71.077247,Somerville,Assembly,,,,,1
7103,,Raymond Avenue,,42.579107,0,-70.887711,Beverly,Dodge St @ Raymond Ave,Dodge Street,,,3.0,1
7142,,Arbella Street,,42.528846,0,-70.890072,Salem,Bridge St @ Saunders St,Bridge Street,,,3.0,1
70074,,,Charles/MGH - Red Line - Alewife,42.361263,0,-71.071602,Boston,Charles/MGH,,,Alewife,1.0,1
9140,,Dexter Avenue,,42.512275,0,-71.160878,Woburn,Main St @ W Dexter Ave,Main Street,,,3.0,1
node-crtst-ssmainstair-lobby,,,Courthouse - Top of stairs for South Station platform,,3,,Boston,Courthouse,,,,,1
node-ogmnl-crstair-crplatform,,,Oak Grove - Bottom of Commuter Rail stairs,42.43715,3,-71.070722,Malden,Oak Grove,,,,,1
9108,,Mystic Avenue,,42.447235,0,-71.133983,Winchester,Main St @ Prospect St,Main Street,,,3.0,1
7905,,,,42.461079,0,-71.239206,Lexington,Bedford St @ Sunny Knoll Ave,Bedford Street,,,3.0,1
6783,,Park Street,,42.463611,0,-70.96058,Lynn,N Common St @ Park St,North Common Street,,,3.0,0
9213,,Mountain Avenue,,42.430873,0,-71.067703,Malden,Main St @ Mountain Ave,Main Street,,,3.0,1
node-975-ebplatform,,,State - Bottom of Elevator 975 between Congress St and Wonderland platform,,3,,Boston,State,,,,,1
267,,N Street,,42.331477,0,-71.031299,Boston,E 8th St @ N St,East Eighth Street,,,3.0,1
11845,,Ackers Avenue,,42.329972,0,-71.146011,Brookline,Chestnut Hill Ave @ Ackers Ave,Chestnut Hill Avenue,,,3.0,1
5246,,Walter Street,,42.298067,0,-71.130313,Boston,Centre St opp Walter St,Centre Street,,,3.0,1
5343,,Irving Street,,42.425902,0,-71.065783,Malden,Ferry St @ Irving St,Ferry Street,,,3.0,1
door-sbmnl-main,,,Stony Brook - Amory St,42.3171,2,-71.104216,Boston,Stony Brook - Amory St,,,,,1
4607,,,,42.531587,0,-70.910559,Salem,North St opp Cushing St,North Street,,,3.0,1
node-spmnl-obstairs-platform,,,Science Park/West End - Top of outbound platform stairs,42.366739,3,-71.067601,Boston,Science Park/West End,,,,,1
21916,,Bellingham Road,,42.304222,0,-71.150105,Brookline,Grove St @ Bellingham St,Grove Street,,,3.0,1
node-889-paidplatform,,,Wood Island - Bottom of Elevator 889 (within fare control),42.379769,3,-71.022991,Boston,Wood Island,,,,,1
22365,,Heath Street,,42.329368,0,-71.111046,Boston,105 S Huntington Ave,South Huntington Avenue,,,3.0,1
place-state,"200 Washington St, Boston, MA",,,42.358978,1,-71.057598,Boston,State,,,,,1
node-378-platform,,,Beachmont - Top of Escalator 378,42.39732,3,-70.992638,Revere,Beachmont,,,,,1
2175,,Buckingham Street,,42.381103,0,-71.128718,Cambridge,Concord Ave opp Buckingham St,Concord Avenue,,,3.0,1
node-427-platform,,,Fields Corner - Top of escalator to Alewife platform,42.299892,3,-71.062021,Boston,Fields Corner,,,,,1
5723,,Parker Street,,42.39693,0,-71.02686,Chelsea,Broadway @ Parker St,Broadway,,,3.0,1
6515,,,,42.244815,0,-71.136475,Boston,River St @ Neponset Valley Pkwy,River Street,,,3.0,1
7569,,Knowles Avenue,,42.455604,0,-71.008626,Saugus,Central St @ Crimson Ct,Central Street,,,3.0,1
node-917-street,,,Prudential - Top of elevator between Prudential Center and lobby,,3,,Boston,Prudential,,,,,1
place-NHRML-0073,"25 Mystic Valley Pkwy, Winchester, MA 01890",,,42.444948,1,-71.140169,Winchester,Wedgemere,,,,,1
29051,,,,42.327382,0,-71.061681,Boston,South Bay Mall @ Marshalls,,,,3.0,1
12618,,Harris Street,,42.249233,0,-71.172161,Dedham,Washington St opp Harris St,Washington Street,,,3.0,1
node-409-platform,,,Airport - Bottom of Escalator 409,42.374381,3,-71.030339,Boston,Airport,,,,,1
